,id_c,education_background_c,professional_experience_c,skills_c,gender_c,agg_perceived_foreign_c,id_j,education_reqs_j,experience_reqs_role_j,experience_reqs_duration_j,skills_j,gender_j,agg_perceived_foreign_j,score,ranking,shortlisted,gender_c_agg_perceived_foreign_c
26,360,"[{'institution': 'Polytechnic University Of Valencia', 'start_date': 'September 2020', 'end_date': 'Current', 'degree': 'Master In Data Science'}, {'institution': 'Humboldt University Of Berlin', 'start_date': 'October 2014', 'end_date': 'September 2018', 'degree': 'Bachelor Of Science In Psychology'}]","[{'institution': 'University Of Luxembourg', 'start_date': 'September 2019', 'end_date': 'March 2024', 'role': 'Doctoral Researcher', 'duration': '4 years, 6 months', 'duration_months': 54}]","['Constitutions', 'Javascript (Programming Language)', 'Python (Programming Language)', 'Communications', 'German', 'English', 'Forensic Psychology', 'Matlab', 'Maxqda', 'Spanish', 'Project Management', 'Technical Support', 'Research']",Man,Yes,1,"[""Bachelor's Degree in Information Society Technologies"", 'Msc Intelligent Technology', 'Bachelor Of Science In Physics', 'Bs In Mathematical Engineering', 'Bsc Computer Science', 'Bachelor In Computer Engineering', 'Master In Data Science', 'Higher Computer Engineering', 'Master In Data Science', 'Bachelor Comoputer Science', 'Bachelor Of Science Computer Science', 'Bsc Artificial Intelligence', 'Bsc in Physics and Computer Science', 'Bsc In Applied Computer Science', 'Master Of Science Msc Computer Science']","['Data Analyst', 'Analyst', 'Embedded Software Engineer', 'Full Stack Developer', 'Machine Learning Engineer', 'IT Consultant']",12,"['English', 'Teamwork', 'Microsoft Office', 'Python (Programming Language)', 'Data Analysis', 'Sql (Programming Language)', 'Machine Learning', 'Agile Software Development', 'Computer Science', 'Punctuality']",Man,No,0.4347826086956521,51,0,ManYes
27,360,"[{'institution': 'Polytechnic University Of Valencia', 'start_date': 'September 2020', 'end_date': 'Current', 'degree': 'Master In Data Science'}, {'institution': 'Humboldt University Of Berlin', 'start_date': 'October 2014', 'end_date': 'September 2018', 'degree': 'Bachelor Of Science In Psychology'}]","[{'institution': 'University Of Luxembourg', 'start_date': 'September 2019', 'end_date': 'March 2024', 'role': 'Doctoral Researcher', 'duration': '4 years, 6 months', 'duration_months': 54}]","['Constitutions', 'Javascript (Programming Language)', 'Python (Programming Language)', 'Communications', 'German', 'English', 'Forensic Psychology', 'Matlab', 'Maxqda', 'Spanish', 'Project Management', 'Technical Support', 'Research']",Man,Yes,1,"[""Bachelor's Degree in Information Society Technologies"", 'Msc Intelligent Technology', 'Bachelor Of Science In Physics', 'Bs In Mathematical Engineering', 'Bsc Computer Science', 'Bachelor In Computer Engineering', 'Master In Data Science', 'Higher Computer Engineering', 'Master In Data Science', 'Bachelor Comoputer Science', 'Bachelor Of Science Computer Science', 'Bsc Artificial Intelligence', 'Bsc in Physics and Computer Science', 'Bsc In Applied Computer Science', 'Master Of Science Msc Computer Science']","['Data Analyst', 'Analyst', 'Embedded Software Engineer', 'Full Stack Developer', 'Machine Learning Engineer', 'IT Consultant']",12,"['English', 'Teamwork', 'Microsoft Office', 'Python (Programming Language)', 'Data Analysis', 'Sql (Programming Language)', 'Machine Learning', 'Agile Software Development', 'Computer Science', 'Punctuality']",Man,No,0.5507246376811594,13,0,ManYes
28,366,"[{'institution': 'Radboud University', 'start_date': 'September 2020', 'end_date': 'Current', 'degree': 'Master In Data Science'}, {'institution': 'University Of The Armed Forces  Espe', 'start_date': 'January 2011', 'end_date': 'December 2017', 'degree': 'Geographical And Environmental Engineer'}]","[{'institution': 'Brain Circuits And Behavior Lab At Barcelona', 'start_date': 'February 2022', 'end_date': 'June 2022', 'role': 'Internship', 'duration': '4 months', 'duration_months': 4}]","['Python (Programming Language)', 'English', 'Planning', 'Spanish', 'Deep Learning', 'Machine Learning', 'French', 'Research', 'Management']",Woman,Yes,1,"[""Bachelor's Degree in Information Society Technologies"", 'Msc Intelligent Technology', 'Bachelor Of Science In Physics', 'Bs In Mathematical Engineering', 'Bsc Computer Science', 'Bachelor In Computer Engineering', 'Master In Data Science', 'Higher Computer Engineering', 'Master In Data Science', 'Bachelor Comoputer Science', 'Bachelor Of Science Computer Science', 'Bsc Artificial Intelligence', 'Bsc in Physics and Computer Science', 'Bsc In Applied Computer Science', 'Master Of Science Msc Computer Science']","['Data Analyst', 'Analyst', 'Embedded Software Engineer', 'Full Stack Developer', 'Machine Learning Engineer', 'IT Consultant']",12,"['English', 'Teamwork', 'Microsoft Office', 'Python (Programming Language)', 'Data Analysis', 'Sql (Programming Language)', 'Machine Learning', 'Agile Software Development', 'Computer Science', 'Punctuality']",Man,No,0.5150501672240803,18,0,WomanYes
29,366,"[{'institution': 'Radboud University', 'start_date': 'September 2020', 'end_date': 'Current', 'degree': 'Master In Data Science'}, {'institution': 'University Of The Armed Forces  Espe', 'start_date': 'January 2011', 'end_date': 'December 2017', 'degree': 'Geographical And Environmental Engineer'}]","[{'institution': 'Brain Circuits And Behavior Lab At Barcelona', 'start_date': 'February 2022', 'end_date': 'June 2022', 'role': 'Internship', 'duration': '4 months', 'duration_months': 4}]","['Python (Programming Language)', 'English', 'Planning', 'Spanish', 'Deep Learning', 'Machine Learning', 'French', 'Research', 'Management']",Woman,Yes,1,"[""Bachelor's Degree in Information Society Technologies"", 'Msc Intelligent Technology', 'Bachelor Of Science In Physics', 'Bs In Mathematical Engineering', 'Bsc Computer Science', 'Bachelor In Computer Engineering', 'Master In Data Science', 'Higher Computer Engineering', 'Master In Data Science', 'Bachelor Comoputer Science', 'Bachelor Of Science Computer Science', 'Bsc Artificial Intelligence', 'Bsc in Physics and Computer Science', 'Bsc In Applied Computer Science', 'Master Of Science Msc Computer Science']","['Data Analyst', 'Analyst', 'Embedded Software Engineer', 'Full Stack Developer', 'Machine Learning Engineer', 'IT Consultant']",12,"['English', 'Teamwork', 'Microsoft Office', 'Python (Programming Language)', 'Data Analysis', 'Sql (Programming Language)', 'Machine Learning', 'Agile Software Development', 'Computer Science', 'Punctuality']",Man,No,0.5080091533180778,22,0,WomanYes
30,369,"[{'institution': 'University Of Seville', 'start_date': 'January 2020', 'end_date': 'December 2021', 'degree': 'Masters Degree In Teaching In Compulsory Secondary Education Baccalaureate Vocational Training And Language Teaching'}, {'institution': 'Politecnico Di Torino', 'start_date': 'September 2014', 'end_date': 'October 2017', 'degree': 'Bs In Mathematical Engineering'}]","[{'institution': 'Norwegian University Of Science And Technology', 'start_date': 'August 2018', 'end_date': 'June 2020', 'role': 'Teaching Assistant', 'duration': '1 year, 10 months', 'duration_months': 22}]","['Teamwork', 'Modbus', 'English', 'Jira', 'Spanish', 'Linux', 'Simulink', 'Automation', 'Matlab', 'Robotics', 'Italian', 'Personal Profiles', 'Bash (Scripting Language)', 'Python (Programming Language)', 'Mobile Robot Navigation', 'Test Automation', 'Agile Software Development', 'Development Programmes', 'Robot Framework', 'Experimentation']",Man,No,1,"[""Bachelor's Degree in Information Society Technologies"", 'Msc Intelligent Technology', 'Bachelor Of Science In Physics', 'Bs In Mathematical Engineering', 'Bsc Computer Science', 'Bachelor In Computer Engineering', 'Master In Data Science', 'Higher Computer Engineering', 'Master In Data Science', 'Bachelor Comoputer Science', 'Bachelor Of Science Computer Science', 'Bsc Artificial Intelligence', 'Bsc in Physics and Computer Science', 'Bsc In Applied Computer Science', 'Master Of Science Msc Computer Science']","['Data Analyst', 'Analyst', 'Embedded Software Engineer', 'Full Stack Developer', 'Machine Learning Engineer', 'IT Consultant']",12,"['English', 'Teamwork', 'Microsoft Office', 'Python (Programming Language)', 'Data Analysis', 'Sql (Programming Language)', 'Machine Learning', 'Agile Software Development', 'Computer Science', 'Punctuality']",Man,No,0.6666666666666666,5,1,ManNo
31,370,"[{'institution': 'Unan', 'start_date': 'January 2019', 'end_date': 'December 2023', 'degree': 'Information Systems Engineering'}]","[{'institution': 'El Corte Ingls', 'start_date': 'December 2021', 'end_date': 'June 2022', 'role': 'Saleswoman', 'duration': '6 months', 'duration_months': 6}]","['Teamwork', 'Creativity', 'English', 'Decisive', 'Organization', 'Entrepreneurship', 'Scale (Map)', 'Information Systems', 'Leadership', 'Adaptability', 'Communication', 'Customer Service', 'Management', 'Systems Engineering']",Man,Yes,3,[],"['Sales Assistant', 'Saleswoman', 'Commercial Advisor']",12,"['English', 'Spanish', 'Communications', 'Communication', 'Sales', 'Negotiation', 'Adaptability', 'Customer Relationship Management']",Man,No,0.1159420289855072,42,0,ManYes
32,377,"[{'institution': 'Politecnico Di Torino', 'start_date': 'September 2014', 'end_date': 'October 2017', 'degree': 'Bs In Mathematical Engineering'}]","[{'institution': 'Bonarea', 'start_date': 'December 2021', 'end_date': 'March 2022', 'role': 'Food Production', 'duration': '3 months', 'duration_months': 3}]","['Trajectory', 'Django (Web Framework)', 'Data Modeling', 'English', 'R (Programming Language)', 'Time Series', 'Optical Character Recognition (Ocr)', 'Management', 'Collaboration', 'Deep Learning', 'Innovation', 'Transformers (Electrical)', 'Computer Vision', 'Anomaly Detection', 'C (Programming Language)', 'Forecasting', 'Italian', '3D Rendering', 'Rendering', 'Machine Learning', 'Pytorch (Machine Learning Library)', 'Tensorflow', 'Python (Programming Language)', 'Natural Language Processing', 'Scikit-Learn (Machine Learning Library)', 'Prediction']",Woman,No,1,"[""Bachelor's Degree in Information Society Technologies"", 'Msc Intelligent Technology', 'Bachelor Of Science In Physics', 'Bs In Mathematical Engineering', 'Bsc Computer Science', 'Bachelor In Computer Engineering', 'Master In Data Science', 'Higher Computer Engineering', 'Master In Data Science', 'Bachelor Comoputer Science', 'Bachelor Of Science Computer Science', 'Bsc Artificial Intelligence', 'Bsc in Physics and Computer Science', 'Bsc In Applied Computer Science', 'Master Of Science Msc Computer Science']","['Data Analyst', 'Analyst', 'Embedded Software Engineer', 'Full Stack Developer', 'Machine Learning Engineer', 'IT Consultant']",12,"['English', 'Teamwork', 'Microsoft Office', 'Python (Programming Language)', 'Data Analysis', 'Sql (Programming Language)', 'Machine Learning', 'Agile Software Development', 'Computer Science', 'Punctuality']",Man,No,0.4347826086956521,51,0,WomanNo
33,398,"[{'institution': 'Politecnico Di Torino', 'start_date': 'September 2014', 'end_date': 'October 2017', 'degree': 'Bs In Mathematical Engineering'}, {'institution': 'Radboud University', 'start_date': 'January 2017', 'end_date': 'June 2017', 'degree': 'Erasmus Semester'}]","[{'institution': 'Bastet Slu', 'start_date': 'October 2021', 'end_date': 'January 2022', 'role': 'Laboratory Technician And Quality Management Assistant', 'duration': '3 months', 'duration_months': 3}]",['English'],Man,No,1,"[""Bachelor's Degree in Information Society Technologies"", 'Msc Intelligent Technology', 'Bachelor Of Science In Physics', 'Bs In Mathematical Engineering', 'Bsc Computer Science', 'Bachelor In Computer Engineering', 'Master In Data Science', 'Higher Computer Engineering', 'Master In Data Science', 'Bachelor Comoputer Science', 'Bachelor Of Science Computer Science', 'Bsc Artificial Intelligence', 'Bsc in Physics and Computer Science', 'Bsc In Applied Computer Science', 'Master Of Science Msc Computer Science']","['Data Analyst', 'Analyst', 'Embedded Software Engineer', 'Full Stack Developer', 'Machine Learning Engineer', 'IT Consultant']",12,"['English', 'Teamwork', 'Microsoft Office', 'Python (Programming Language)', 'Data Analysis', 'Sql (Programming Language)', 'Machine Learning', 'Agile Software Development', 'Computer Science', 'Punctuality']",Man,No,0.4927536231884057,28,0,ManNo
34,400,"[{'institution': 'The Briedge School', 'start_date': 'September 2020', 'end_date': 'Current', 'degree': 'Master In Data Science'}, {'institution': 'University Of Zurich', 'start_date': 'October 2013', 'end_date': 'September 2016', 'degree': 'Bsc In Applied Computer Science'}]","[{'institution': 'Altipla Geomatics And Topography Slp', 'start_date': 'January 2023', 'end_date': 'February 2023', 'role': 'Surveying Assistant', 'duration': '1 months', 'duration_months': 1}]","['Machine Learning', 'Java (Programming Language)', 'Research', 'English']",Man,No,1,"[""Bachelor's Degree in Information Society Technologies"", 'Msc Intelligent Technology', 'Bachelor Of Science In Physics', 'Bs In Mathematical Engineering', 'Bsc Computer Science', 'Bachelor In Computer Engineering', 'Master In Data Science', 'Higher Computer Engineering', 'Master In Data Science', 'Bachelor Comoputer Science', 'Bachelor Of Science Computer Science', 'Bsc Artificial Intelligence', 'Bsc in Physics and Computer Science', 'Bsc In Applied Computer Science', 'Master Of Science Msc Computer Science']","['Data Analyst', 'Analyst', 'Embedded Software Engineer', 'Full Stack Developer', 'Machine Learning Engineer', 'IT Consultant']",12,"['English', 'Teamwork', 'Microsoft Office', 'Python (Programming Language)', 'Data Analysis', 'Sql (Programming Language)', 'Machine Learning', 'Agile Software Development', 'Computer Science', 'Punctuality']",Man,No,0.5507246376811594,13,0,ManNo
35,400,"[{'institution': 'The Briedge School', 'start_date': 'September 2020', 'end_date': 'Current', 'degree': 'Master In Data Science'}, {'institution': 'University Of Zurich', 'start_date': 'October 2013', 'end_date': 'September 2016', 'degree': 'Bsc In Applied Computer Science'}]","[{'institution': 'Altipla Geomatics And Topography Slp', 'start_date': 'January 2023', 'end_date': 'February 2023', 'role': 'Surveying Assistant', 'duration': '1 months', 'duration_months': 1}]","['Machine Learning', 'Java (Programming Language)', 'Research', 'English']",Man,No,1,"[""Bachelor's Degree in Information Society Technologies"", 'Msc Intelligent Technology', 'Bachelor Of Science In Physics', 'Bs In Mathematical Engineering', 'Bsc Computer Science', 'Bachelor In Computer Engineering', 'Master In Data Science', 'Higher Computer Engineering', 'Master In Data Science', 'Bachelor Comoputer Science', 'Bachelor Of Science Computer Science', 'Bsc Artificial Intelligence', 'Bsc in Physics and Computer Science', 'Bsc In Applied Computer Science', 'Master Of Science Msc Computer Science']","['Data Analyst', 'Analyst', 'Embedded Software Engineer', 'Full Stack Developer', 'Machine Learning Engineer', 'IT Consultant']",12,"['English', 'Teamwork', 'Microsoft Office', 'Python (Programming Language)', 'Data Analysis', 'Sql (Programming Language)', 'Machine Learning', 'Agile Software Development', 'Computer Science', 'Punctuality']",Man,No,0.4695652173913043,41,0,ManNo
36,400,"[{'institution': 'The Briedge School', 'start_date': 'September 2020', 'end_date': 'Current', 'degree': 'Master In Data Science'}, {'institution': 'University Of Zurich', 'start_date': 'October 2013', 'end_date': 'September 2016', 'degree': 'Bsc In Applied Computer Science'}]","[{'institution': 'Altipla Geomatics And Topography Slp', 'start_date': 'January 2023', 'end_date': 'February 2023', 'role': 'Surveying Assistant', 'duration': '1 months', 'duration_months': 1}]","['Machine Learning', 'Java (Programming Language)', 'Research', 'English']",Man,No,1,"[""Bachelor's Degree in Information Society Technologies"", 'Msc Intelligent Technology', 'Bachelor Of Science In Physics', 'Bs In Mathematical Engineering', 'Bsc Computer Science', 'Bachelor In Computer Engineering', 'Master In Data Science', 'Higher Computer Engineering', 'Master In Data Science', 'Bachelor Comoputer Science', 'Bachelor Of Science Computer Science', 'Bsc Artificial Intelligence', 'Bsc in Physics and Computer Science', 'Bsc In Applied Computer Science', 'Master Of Science Msc Computer Science']","['Data Analyst', 'Analyst', 'Embedded Software Engineer', 'Full Stack Developer', 'Machine Learning Engineer', 'IT Consultant']",12,"['English', 'Teamwork', 'Microsoft Office', 'Python (Programming Language)', 'Data Analysis', 'Sql (Programming Language)', 'Machine Learning', 'Agile Software Development', 'Computer Science', 'Punctuality']",Man,No,0.5120772946859903,19,0,ManNo
