,id_c,education_background_c,professional_experience_c,skills_c,gender_c,agg_perceived_foreign_c
219,219,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'La Duquesa Golf Club', 'start_date': 'March 2022', 'end_date': 'June 2022', 'role': 'Proshop Store Clerk', 'duration': '3 months', 'duration_months': 3}]","['Microsoft Word', 'Entrepreneurship', 'Operating Systems', 'Literacy', 'Reconciliation', 'Personnel Selection', 'Adobe Premiere Pro', 'Problem Solving', 'Management', 'Communications', 'Adobe Indesign', 'Adobe Illustrator', 'Electricity', 'Spanish', 'Java (Programming Language)', 'Research', 'Gmail', 'Microsoft Excel', 'Filing', 'Italian', 'Machine Learning', 'Microsoft Outlook', 'Customer Relationship Management', 'Personal Profiles', 'Social Integration', 'Adobe Photoshop', 'Microsoft Office', 'Adobe Creative Suite', 'Informatics', 'Storage Management', 'Artificial Intelligence', 'Spanisih', 'Operations', 'Registration', 'Microsoft Powerpoint']",Woman,No
224,224,"[{'institution': 'Uned', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Atlas Business Services Center', 'start_date': 'June 2021', 'end_date': 'September 2021', 'role': 'Logistics Operator', 'duration': '3 months', 'duration_months': 3}]","['Filing', 'Spanish', 'Management', 'Web Design', 'Machine Learning', 'Digital Literacy', 'Gmail']",Man,No
225,225,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Prosegur', 'start_date': 'August 2021', 'end_date': 'June 2022', 'role': 'Security Assistant', 'duration': '10 months', 'duration_months': 10}]","['Communications', 'Social Integration', 'Microsoft Word', 'Informatics', 'Literacy', 'Personnel Selection', 'Personal Profiles', 'Research']",Woman,No
229,229,"[{'institution': 'Lmu', 'start_date': 'October 2017', 'end_date': 'April 2019', 'degree': 'International Master Program in german'}, {'institution': 'Sant Ferran School', 'start_date': 'January 1996', 'end_date': 'December 1996', 'degree': 'Secondary Education Degree'}]","[{'institution': 'Motor Gorbea Sa', 'start_date': 'January 2022', 'end_date': 'December 2023', 'role': 'Commercial Advisor', 'duration': '1 year, 11 months', 'duration_months': 23}, {'institution': 'Rosa Clara', 'start_date': 'September 2001', 'end_date': 'March 2016', 'role': 'Bridal Fashion Advisor', 'duration': '14 years, 6 months', 'duration_months': 174}]","['Market Analysis', 'Microsoft Word', 'Empathy', 'Hubspot', 'Well Control', 'Microsoft Powerpoint']",Woman,No
234,234,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Luz Alexis Serrano', 'start_date': 'January 2020', 'end_date': 'December 2022', 'role': 'Cashier Administrator', 'duration': '2 years, 11 months', 'duration_months': 35}]","['Communications', 'Social Integration', 'Microsoft Word', 'Informatics', 'Literacy', 'Machine Learning', 'Personnel Selection', 'Personal Profiles', 'Research']",Woman,No
237,237,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Prosegur', 'start_date': 'June 2021', 'end_date': 'July 2021', 'role': 'Auxiliary Services', 'duration': '1 months', 'duration_months': 1}]","['Microsoft Word', 'Literacy', 'Personnel Selection', 'Adobe Premiere Pro', 'Problem Solving', 'Communications', 'Adobe Indesign', 'Adobe Illustrator', 'Electricity', 'Research', 'Gmail', 'Microsoft Excel', 'Machine Learning', 'Microsoft Outlook', 'Personal Profiles', 'Social Integration', 'Adobe Photoshop', 'Microsoft Office', 'Informatics']",Man,No
238,238,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Cfgm Practices', 'start_date': 'March 2011', 'end_date': 'June 2011', 'role': 'Furniture Factory Operator', 'duration': '3 months', 'duration_months': 3}]","['Microsoft Word', 'Literacy', 'Personnel Selection', 'Adobe Premiere Pro', 'Problem Solving', 'Management', 'Communications', 'Adobe Indesign', 'Adobe Illustrator', 'Electricity', 'Research', 'Gmail', 'Microsoft Excel', 'Filing', 'Machine Learning', 'Microsoft Outlook', 'Personal Profiles', 'Social Integration', 'Adobe Photoshop', 'Microsoft Office', 'Adobe Creative Suite', 'Storage Management', 'Informatics', 'Microsoft Powerpoint']",Woman,No
241,241,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Little Brother Care', 'start_date': 'June 2021', 'end_date': 'September 2021', 'role': 'Childcare Worker', 'duration': '3 months', 'duration_months': 3}]","['Social Integration', 'Research', 'Informatics']",Man,No
248,248,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Atlas Business Services Center', 'start_date': 'June 2021', 'end_date': 'September 2021', 'role': 'Logistics Operator', 'duration': '3 months', 'duration_months': 3}]","['Spanish', 'Management', 'Web Design', 'Machine Learning', 'Digital Literacy', 'Gmail']",Woman,No
262,262,"[{'institution': 'University Of Buenos Aires', 'start_date': 'January 2008', 'end_date': 'December 2013', 'degree': 'Bachelor Of Arts Linguistics Orientation'}]","[{'institution': 'Primark', 'start_date': 'July 2020', 'end_date': 'October 2020', 'role': 'Saleswoman', 'duration': '3 months', 'duration_months': 3}]",['English'],Woman,Yes
265,265,"[{'institution': 'University Of The Basque Country', 'start_date': 'January 1996', 'end_date': 'December 1996', 'degree': 'Secondary Education Degree'}]","[{'institution': 'Securitas Direct', 'start_date': 'January 2022', 'end_date': 'December 2023', 'role': 'Commercial Advisor', 'duration': '1 year, 11 months', 'duration_months': 23}, {'institution': 'Falcon Agroalimentaria', 'start_date': 'July 2005', 'end_date': 'November 2019', 'role': 'Cashier', 'duration': '14 years, 4 months', 'duration_months': 172}]","['Teamwork', 'Microsoft Windows', 'Microsoft Word', 'English', 'Storage Area Network (San)', 'Customer Service', 'Management', 'Communications', 'Spanish', 'Graphic Design', 'Textiles', 'Catalan', 'Sales', 'Customer Support', 'Installation', 'Adaptability', 'Proactivity', 'Computer Science', 'Artificial Intelligence', 'Registration', 'Operations', 'Negotiation']",Man,No
269,269,"[{'institution': 'Uned', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Carrefour', 'start_date': 'January 2022', 'end_date': 'December 2023', 'role': 'Cashier  Stocker', 'duration': '1 year, 11 months', 'duration_months': 23}]","['Communications', 'Social Integration', 'Microsoft Word', 'Informatics', 'Literacy', 'Machine Learning', 'Personnel Selection', 'Personal Profiles', 'Research', 'Problem Solving']",Man,Yes
272,272,"[{'institution': 'Estuaria Secondary Education Institute', 'start_date': 'January 1998', 'end_date': 'December 1998', 'degree': 'Eso Graduate'}]","[{'institution': 'Salon Bravo Murillo 125 Bravo Murillo Room 303', 'start_date': 'January 2022', 'end_date': 'September 2022', 'role': 'Room Manager', 'duration': '8 months', 'duration_months': 8}, {'institution': 'Amazonia Gourmet Sl', 'start_date': 'November 2018', 'end_date': 'September 2021', 'role': 'Manager', 'duration': '2 years, 10 months', 'duration_months': 34}, {'institution': 'Unilever Food Solutions Spain', 'start_date': 'November 2016', 'end_date': 'March 2017', 'role': 'Auditor', 'duration': '4 months', 'duration_months': 4}, {'institution': 'Marcos Footwear', 'start_date': 'December 1984', 'end_date': 'June 1998', 'role': 'Sales Assistant', 'duration': '13 years, 6 months', 'duration_months': 162}]","['Communications', 'Spanish']",Woman,No
275,275,"[{'institution': 'University Of The Basque Country', 'start_date': 'January 1996', 'end_date': 'December 1996', 'degree': 'Secondary Education Degree'}]","[{'institution': 'Securitas Direct', 'start_date': 'January 2022', 'end_date': 'December 2023', 'role': 'Commercial Advisor', 'duration': '1 year, 11 months', 'duration_months': 23}, {'institution': 'Viajes Guia Tur', 'start_date': 'January 2019', 'end_date': 'June 2020', 'role': 'Commercial Director', 'duration': '1 year, 5 months', 'duration_months': 17}, {'institution': 'Como Perro Y Gato', 'start_date': 'December 1977', 'end_date': 'November 1991', 'role': 'Waiterwaitress', 'duration': '13 years, 11 months', 'duration_months': 167}]","['Advertising Campaigns', 'English', 'Loans', 'Portuguese', 'Customer Service', 'Management', 'Telecommunications', 'Consulting', 'Communications', 'Spanish', 'Collaboration', 'Sales', 'Outsourcing', 'Installation', 'Office Package', 'Office Automation', 'French', 'Negotiation', 'Registration']",Woman,No
278,278,"[{'institution': 'Uned', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'El Pita Restaurant Atlantic', 'start_date': 'November 2020', 'end_date': 'December 2021', 'role': 'Home Delivery Food Delivery Man', 'duration': '1 year, 1 months', 'duration_months': 13}]","['Communications', 'Social Integration', 'Microsoft Word', 'Informatics', 'Literacy', 'Research']",Woman,No
283,283,"[{'institution': 'University Of The Basque Country', 'start_date': 'January 1996', 'end_date': 'December 1996', 'degree': 'Secondary Education Degree'}]","[{'institution': 'Securitas Direct', 'start_date': 'January 2008', 'end_date': 'December 2023', 'role': 'Commercial Advisor', 'duration': '15 years, 11 months', 'duration_months': 191}]","['Italian', 'Project Management Software', 'Project Management', 'Sales']",Woman,No
290,290,"[{'institution': 'Uned', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Atlas Business Services Center', 'start_date': 'July 2019', 'end_date': 'August 2019', 'role': 'Logistics Operator', 'duration': '1 months', 'duration_months': 1}]","['Microsoft Word', 'Web Design', 'Adobe Premiere Pro', 'Problem Solving', 'Management', 'Communications', 'Adobe Indesign', 'Adobe Illustrator', 'Spanish', 'Legal Research', 'Digital Literacy', 'Project Management Software', 'Gmail', 'Filing', 'Machine Learning', 'Microsoft Outlook', 'Maple (Software)', 'Adobe Photoshop', 'Adobe Creative Suite', 'Microsoft Office', 'Artificial Intelligence', 'Registration', 'Microsoft Powerpoint']",Man,No
292,292,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Mancha Real City Council', 'start_date': 'October 2017', 'end_date': 'March 2018', 'role': 'Warehouse Boy', 'duration': '5 months', 'duration_months': 5}]","['Adobe Photoshop', 'Microsoft Powerpoint', 'Adobe Indesign', 'Adobe Illustrator', 'Microsoft Office', 'Project Management', 'Italian', 'Integration', 'Microsoft Outlook', 'Spanisih', 'Arabic', 'French', 'Personal Profiles', 'Adobe Premiere Pro', 'Gmail']",Man,Yes
297,297,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Prosegur', 'start_date': 'July 2019', 'end_date': 'September 2019', 'role': 'Access Controller', 'duration': '2 months', 'duration_months': 2}]","['Communications', 'Microsoft Word', 'Spanish', 'Reconciliation', 'Machine Learning', 'Spanisih', 'Problem Solving']",Woman,Yes
300,300,"[{'institution': 'Uned', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Agromancha', 'start_date': 'January 2023', 'end_date': 'December 2023', 'role': 'Production Operator  Agricultural Laborer', 'duration': '11 months', 'duration_months': 11}]","['Communications', 'Problem Solving', 'Machine Learning', 'Microsoft Outlook', 'Reconciliation', 'Microsoft Powerpoint']",Woman,No
301,301,"[{'institution': 'Ies Arinaga Crossing', 'start_date': 'September 2017', 'end_date': 'June 2021', 'degree': 'Eso Graduate'}]","[{'institution': 'Primark SL', 'start_date': 'April 2021', 'end_date': 'August 2021', 'role': 'Sales Assistant', 'duration': '4 months', 'duration_months': 4}]","['Flexibility', 'Communications', 'Easy Learning', 'German', 'English', 'Pleasent Treatment', 'Scala (Programming Language)', 'Spanish', 'Portuguese', 'Communnication', 'Teaching', 'French', 'Telemarketing', 'Customer Support']",Woman,No
303,303,"[{'institution': 'Complutense University Of Madrid', 'start_date': 'January 2023', 'end_date': 'Ongoing', 'degree': 'Degree In Law'}]","[{'institution': 'Hotel Valjunco', 'start_date': 'June 2023', 'end_date': 'July 2023', 'role': 'Waitress', 'duration': '1 months', 'duration_months': 1}]","['Microsoft Excel', 'Microsoft Office']",Woman,No
305,305,"[{'institution': 'University Of Alicante', 'start_date': 'January 2019', 'end_date': 'December 2020', 'degree': 'Master In Natural Risk Planning And Management'}, {'institution': 'Pierre Et Marie Curie University Sorbonne University', 'start_date': 'January 2012', 'end_date': 'December 2015', 'degree': 'Bachelor Of Science In Physics'}]","[{'institution': 'Csir national Chemical Laboratory', 'start_date': 'May 2016', 'end_date': 'March 2017', 'role': 'Project Fellow', 'duration': '10 months', 'duration_months': 10}]","['Opera (Web Browser)', 'English', 'Ubuntu (Operating System)', 'Photonics', 'Data Analysis', 'Physics', 'Mysql', 'Linux', 'Gnu Image Manipulation Program (Gimp)', 'Swedish', 'Research', 'Curiosity', 'Matlab', 'Planning', 'Julia (Programming Language)', 'Image Quality', 'Medical Devices', 'Astronomy', 'French', 'Python (Programming Language)', 'Labview', 'Source (Game Engine)', 'Teaching']",Woman,No
308,308,"[{'institution': 'University Of Ljubljana', 'start_date': 'July 2008', 'end_date': 'February 2011', 'degree': 'Master Of Science Msc Computer Science'}, {'institution': 'University Of Ljubljana', 'start_date': 'September 2005', 'end_date': 'June 2008', 'degree': 'Bachelor Of Science Bsc Computer Science'}]","[{'institution': 'Integral Motorbike', 'start_date': 'August 2023', 'end_date': 'September 2023', 'role': 'Motorcycle Technician', 'duration': '1 months', 'duration_months': 1}, {'institution': 'Oliva Engine Bmw Dealership', 'start_date': 'January 2023', 'end_date': 'March 2023', 'role': 'Motorcycle Mechanic', 'duration': '2 months', 'duration_months': 2}, {'institution': 'Webcheckout Inc', 'start_date': 'December 1988', 'end_date': 'November 2004', 'role': 'Full Stack Developer', 'duration': '15 years, 11 months', 'duration_months': 191}]","['Javascript (Programming Language)', 'English', 'Sql (Programming Language)', 'Mongodb', 'Machine Learning', 'Amazon Web Services', 'Research', 'Management']",Man,No
309,309,"[{'institution': 'Elbs', 'start_date': 'October 2020', 'end_date': 'November 2020', 'degree': 'Expert Master in Chromotography'}, {'institution': 'Politecnico Di Torino', 'start_date': 'September 2014', 'end_date': 'October 2017', 'degree': 'Bs In Mathematical Engineering'}]","[{'institution': 'Simulation Center Ucprocter  Gamble Collaboration', 'start_date': 'September 2016', 'end_date': 'November 2018', 'role': 'University Research Assistant', 'duration': '2 years, 2 months', 'duration_months': 26}]","['Trajectory', 'Django (Web Framework)', 'Data Modeling', 'English', 'R (Programming Language)', 'Time Series', 'Optical Character Recognition (Ocr)', 'Management', 'Collaboration', 'Deep Learning', 'Innovation', 'Transformers (Electrical)', 'Computer Vision', 'Anomaly Detection', 'C (Programming Language)', 'Forecasting', 'Matlab', 'Docker (Software)', '3D Rendering', 'Italian', 'Machine Learning', 'Rendering', 'Pytorch (Machine Learning Library)', 'Tensorflow', 'Python (Programming Language)', 'Natural Language Processing', 'Scikit-Learn (Machine Learning Library)', 'Prediction']",Woman,Yes
310,310,"[{'institution': 'Lund University', 'start_date': 'January 2016', 'end_date': 'December 2018', 'degree': 'Master Of Science In Physics'}, {'institution': 'Radboud University Nijmegen', 'start_date': 'October 2009', 'end_date': 'July 2012', 'degree': 'Bsc in Physics and Computer Science'}]","[{'institution': 'Rick Hansen Foundation', 'start_date': 'July 2018', 'end_date': 'October 2018', 'role': 'Technical Support Engineer Intern', 'duration': '3 months', 'duration_months': 3}]","['Python (Programming Language)', 'Opera (Web Browser)', 'English', 'Matlab', 'Image Quality', 'Labview', 'Linux', 'Research']",Woman,No
